uf,cnpj,cns,nome_oficial,municipio,cep,homepage,data_instalacao,atribuicoes,area_abrangencia,comarca
AC,04.034.872/0001-21,"",secretaria da vara única,Acrelândia,69945000,"",1996-06-28,cível;criminal;juizado especial cível;juizado especial criminal,município de acrelândia,acrelândia
AC,12.550.310/0001-69,00.107-3,ofício de registro civil das pessoas naturais e anexos,Acrelândia,69945000,"",1994-06-08,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de acrelândia,acrelândia
AC,04.034.484/0019-50,15.399-9,ofício de registro civil das pessoas naturais e anexos,Assis Brasil,69935000,"",1910-09-20,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de assis brasil,assis brasil
AC,12.862.684/0001-26,15.381-7,ofício único,Brasiléia,69932000,"",1912-12-24,casamentos;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de brasiléia,brasiléia
AC,03.557.395/0001-16,00.116-4,tabelionato de notas e ofício de registro de imóveis,Brasiléia,69932000,"",1912-12-24,notas;registro de imóveis,município de brasiléia,brasiléia
AC,03.557.401/0001-35,00.165-1,tabelionato de protestos  e registros de títulos e documentos e civil de pessoas jurídicas,Brasiléia,69932000,"",1912-12-24,protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de brasiléia,brasiléia
AC,04.034.872/0001-21,15.437-7,ofício de registro civil das pessoas naturais e anexos,Bujari,69926000,"",1992-02-03,casamentos;depositário público;distribuidor extrajudicial;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de contratos marítimos;registro de imóveis;registro de títulos e documentos,municício de bujari,bujari
AC,04.034.872/0001-21,"",secretaria da vara única,Bujari,69923000,"",1996-12-26,acidentes de tabalho;acidentes de trânsito;cível;criminal;distribuidor;execuções penais;família;infância e juventude;interdições e tutelas;júri;registros públicos,município de bujari,bujari
AC,12.667.843/0001-25,15.439-3,ofício único,Capixaba,69931000,www.cjcartorio.com.br,1992-02-28,casamentos;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de capixaba,capixaba
AC,01.160.009/0001-22,00.082-8,ofício de registro civil das pessoas naturais e interdiçao e tutela,Cruzeiro do Sul,69980000,"",1904-09-12,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de cruzeiro do sul,cruzeiro do sul
AC,12.568.868/0001-23,00.166-9,tabelionato de protesto de títulos,Cruzeiro do Sul,69980000,"",1904-09-12,protesto de títulos,municípios de cruzeiro do sul,cruzeiro do sul
AC,05.396.718/0001-62,00.122-2,ofício de registro de imóveis,Cruzeiro do Sul,69980000,"",1904-09-12,registro de imóveis,marechal thaumaturgo e porto walter ac;municípios de cruzeiro do sul,cruzeiro do sul
AC,01.160.009/0001-22,00.155-2,tabelionato de notas,Cruzeiro do Sul,69980000,"",1996-04-24,notas,marechal thaumaturgo e porto walter;municípios de cruzeiro do sul,cruzeiro do sul
AC,04.034.872/0012-84,"",ofício de registro civil das pessoas naturais,Cruzeiro do Sul,69980000,"",1997-01-23,nascimentos,municípios de cruzeiro do sul;zona rural dos 05 municípios do vale do juruá,cruzeiro do sul
AC,04.034.872/0001-21,00.137-0,ofício de registro de títulos e documentos e civil de pessoas jurídicas,Cruzeiro do Sul,69980000,"",1908-05-18,registro civil de pessoas jurídicas;registro de títulos e documentos,marechal thaumaturgo e porto walter;municípios de cruzeiro do sul,cruzeiro do sul
AC,12.959.775/0001-78,15.390-8,ofício único,Epitaciolândia,69934000,"",1983-05-07,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de epitaciolândia,epitaciolândia
AC,04.034.872/0013-65,00.144-6,ofício do registro civil das pessoas naturais e anexos,Feijó,69960000,"",1938-12-21,casamentos;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de feijó,feijó
AC,03.511.498/0001-45,00.151-1,tabelionato de notas,Feijó,69960000,"",1938-12-21,notas,município de feijó,feijó
AC,05.396.734/0001-55,00.112-3,1º ofício do registro de imóveis,Feijó,69960000,"",1938-12-21,registro de imóveis,município de feijó,feijó
AC,03.511.440/0001-00,00.132-1,ofício de registro de títulos e documentos e civil de pessoas jurídicas,Feijó,69960000,"",1938-12-21,registro civil de pessoas jurídicas;registro de títulos e documentos,município de feijó,feijó
AC,04.034.872/0043-80,00.096-8,tabelionato de protesto de títulos,Feijó,69960000,"",1938-12-21,protesto de títulos,município de feijo,feijó
AC,04.034.872/0014-46,00.099-2,ofício de registro civil das pessoas naturais e tabelionato de notas,Jordão,69975000,"",1997-01-23,casamentos;nascimentos;notas;óbitos,município de jordão,jordão
AC,11.838.399/0001-09,00.104-0,ofício de registro civil das pessoas naturais e anexos,Mâncio Lima,69990000,"",1914-10-03,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de mâncio lima,mâncio lima
AC,03.558.615/0001-26,00.119-8,ofício de registro de imóveis e anexos,Mâncio Lima,69990000,"",1994-05-30,protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de mâncio lima,mâncio lima
AC,03.543.372/0001-52,00.150-3,tabelionato de notas,Mâncio Lima,69990000,"",1994-05-30,notas,município de mâncio lima,mâncio lima
AC,04.034.872/0027-60,00.105-7,"ofício de registro civil,tabelionato de notas e anexos",Manoel Urbano,69950000,"",1922-08-21,casamentos;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de manoel urbano,manoel urbano
AC,"",00.084-4,ofício de registro civil das pessoas naturais e tabelionato de notas,Marechal Thaumaturgo,69983000,"",1992-01-28,casamentos;nascimentos;notas;óbitos,município de marechal thaumaturgo,cruzeiro do sul
AC,03.529.236/0001-08,00.168-5,tabelionato de notas e  de protesto de títulos,Plácido de Castro,69928000,"",1996-03-30,notas;protesto de títulos,município de plácido macedo,plácido de castro
AC,12.824.730/0001-96,15.385-8,ofício de registro civil das pessoas naturais e anexos,Plácido de Castro,69928000,"",1926-09-14,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de plácido de castro,plácido de castro
AC,03.529.218/0001-26,00.124-8,ofício do registro de imóveis,Plácido de Castro,69928000,"",1996-03-30,registro de imóveis,municipio de plácido de castro,plácido de castro
AC,03.529.261/0001-91,00.140-4,ofício do registro de títulos doc. e civil de pessoas.juridicas,Plácido de Castro,69928000,"",1996-04-01,registro civil de pessoas jurídicas;registro de títulos e documentos,município de plácido castro,plácido de castro
AC,13.016.109/0001-69,00.145-3,ofício de registro civil das pessoas naturais e anexos,Porto Acre,69921000,"",2010-07-08,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de porto acre,porto acre
AC,04.034.872/0017-99,00.091-9,ofício de registro civil das pessoas naturais e tabelionato de notas,Porto Walter,69982000,"",1904-10-19,casamentos;nascimentos;notas;óbitos,município de porto walter,porto walter
AC,04.034.872/0003-93,00.094-3,2º ofício de registro civil das pessoas naturais,Rio Branco,69901230,"",1966-06-26,casamentos;nascimentos;óbitos,município de rio branco,rio branco
AC,12.515.069/0001-37,00.079-4,3º ofício de registro civil e 3º tabelionato de notas,Rio Branco,69912320,"",1981-08-23,casamentos;nascimentos;notas;óbitos,município de rio branco,rio branco
AC,11.465.179/0001-79,13.123-5,1º tabelionato de protesto de títulos,Rio Branco,69900150,"",1964-12-03,protesto de títulos,município de rio branco,rio branco
AC,12.587.179/0001-04,00.131-3,ofício de registro de títulos e documentos e pessoas jurídicas,Rio Branco,69900140,"",1906-06-30,registro civil de pessoas jurídicas;registro de títulos e documentos,município de rio branco,rio branco
AC,05.394.531/0001-20,00.087-7,1º tabelionato de notas,Rio Branco,69900660,"",1908-09-01,notas,município de rio branco,rio branco
AC,05.396.544/0001-38,00.078-6,2º tabelionato de notas,Rio Branco,69901230,"",1966-08-08,notas,município de rio branco,rio branco
AC,11.465.179/0001-79,"",1º ofício de registro de imóveis,Rio Branco,69907000,"",1903-12-30,registro de imóveis,1º distrito de rio branco,rio branco
AC,05.394.549/0001-21,00.077-8,2º ofício de registro de imóveis,Rio Branco,69901230,"",1984-01-31,registro de imóveis,rio branco ac,rio branco
AC,04.034.872/0005-55,00.080-2,4º ofício de registro civil das pessoas naturais,Rio Branco,69907190,"",1992-06-24,casamentos;nascimentos;óbitos;registros públicos,município de rio branco,rio branco
AC,04.034.872/0007-17,00.089-3,5º ofício de registro civil das pessoas naturais,Rio Branco,69908660,"",1996-01-15,nascimentos;óbitos,município de rio branco,rio branco
AC,11.972.588/0001-61,00.076-0,1º ofício de registro civil e 1º tabelionato de notas,Rio Branco,69908690,"",1903-06-29,casamentos;nascimentos;notas;óbitos,município de rio branco,rio branco
AC,11.694.076/0001-80,13.124-3,2º tabelionato de proteto de títulos,Rio Branco,69907000,"",2010-03-24,protesto de títulos,município de rio branco,rio branco
AC,11.676.606/0001-68,15.284-3,2º tabelionato de notas e 2º ofício de registro civil das pessoas naturais,Rio Branco,69901365,"",2010-11-17,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de rio branco,rio branco
AC,13.228.151/0001-43,00.109-9,ofício de registro civil das pessoas naturais e anexos,Rodrigues Alves,69985000,"",1993-05-31,casamentos;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de rodrigues alves,rodrigues alves
AC,12.131.486/0001-86,00.100-8,ofício de registro civil das pessoas naturais e anexos,Senador Guiomard,69925000,"",1967-12-29,casamentos;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de senador guiomard,senador guiomard
AC,12.131.486/0001-86,15.388-2,ofício único,Senador Guiomard,69925000,"",,casamentos;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de senador guiomard,senador guiomard
AC,12.298.343/0001-63,15.387-4,ofício único,Sena Madureira,69940000,"",1904-09-25,casamentos;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de sena madureira,sena madureira
AC,03.511.324/0001-82,00.141-2,ofício de registro de títulos e documentos e civil de pessoas jurídicas,Sena Madureira,69940000,"",1904-09-25,registro civil de pessoas jurídicas;registro de títulos e documentos,município de sena madureira,sena madureira
AC,04.599.460/0001-39,00.113-1,ofício de registro de imóveis,Sena Madureira,69940000,"",1904-09-25,registro de imóveis,município de sena madureira,sena madureira
AC,04.034.872/0026-80,00.098-4,ofício de registro civil das pessoas naturais e tabelionato de notas,Santa Rosa do Purus,69955000,"",1996-01-16,casamentos;nascimentos;notas;óbitos,município de santa rosa do purus,santa rosa do purus
AC,04.034.872/0015-27,00.101-6,ofício de registro civil das pessoas naturais,Tarauacá,69970000,"",1997-01-23,casamentos;interdições e tutelas;nascimentos;óbitos,município de tarauacá,tarauacá
AC,04.034.872/0001-21,00.152-9,tabelionato de notas e anexos,Tarauacá,69970000,"",1914-10-15,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de tarauacá,tarauacá
AC,11.900.536/0001-80,15.391-6,ofício único,Xapuri,69930000,"",1896-04-30,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de contratos marítimos;registro de imóveis;registro de títulos e documentos,município de xapuri,xapuri
AC,03.543.361/0001-72,00.095-0,ofício de registro de títulos e documentos e civis das pessoas juridicas,Xapuri,69930000,"",1917-01-01,contador;protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de xapuri,xapuri
AC,05.396.759/0001-59,00.092-7,ofício de registro de imóveis,Xapuri,69930000,"",1913-01-18,registro de imóveis,município de xapuri,xapuri
AC,04.034.672/0001-21,00.169-3,tabelionato de protestos de títulos,Xapuri,69930000,"",1983-02-08,protesto de títulos,município de xapuri,xapuri
AL,12.437.208/0001-51,00.329-3,1º tabelionato de notas e protesto e ofício de registro de imóveis títulos e documentos,Água Branca,57490000,"",1910-06-07,cível;criminal;notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de água branca,água branca
AL,09.256.489/0001-31,00.188-3,ofício de registro civil das pessoas naturais e 2º tabelionato de notas,Água Branca,57490000,"",1829-01-02,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de água branca,água branca
AL,09.228.472/0001-70,00.297-2,ofício de registro civil das pessoas naturais,Anadia,57660000,"",1889-01-03,casamentos;interdições e tutelas;nascimentos;óbitos,município de anadia,anadia
AL,08.462.509/0001-68,00.247-7,1º tabelionato de notas e protesto,Anadia,57660000,"",1938-08-08,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de anadia,anadia
AL,08.462.541/0001-43,00.252-7,2º tabelionato de notas e ofício de registro de imóveis,Anadia,57660000,"",1928-01-20,cível;criminal;interdições e tutelas;notas;registro civil de pessoas jurídicas;registro de imóveis,município de anadia,anadia
AL,01.783.795/0001-14,00.273-3,ofício de registro civil das pessoas naturais - 1º distrito,Arapiraca,57300330,"",1849-08-11,casamentos;nascimentos;óbitos,município de arapiraca,arapiraca
AL,01.395.270/0001-01,00.251-9,ofício de registro civil das pessoas naturais - 2º distrito,Arapiraca,57300340,"",1963-03-21,casamentos;nascimentos;óbitos,município de arapiraca,arapiraca
AL,"",00.235-2,ofício de registro civil das pessoas naturais - 3º distrito,Arapiraca,57317900,"",1962-02-15,casamentos;nascimentos;notas;óbitos,distrito de canaã,arapiraca
AL,09.212.419/0001-81,00.236-0,ofício de registro civil e tabelionato de notas - 5º distrito/vila são francisco,Arapiraca,57319970,"",1961-01-23,casamentos;nascimentos;notas;óbitos,5º distrito vila são francisco,arapiraca
AL,"",00.285-7,ofício de registro civil das pessoas naturais e tabelionato de notas - vila são josé,Arapiraca,57318600,"",1961-01-23,casamentos;nascimentos;notas;óbitos,distrito de vila são josé,arapiraca
AL,12.489.738/0001-43,00.201-4,"1º tabelionato de notas e registro de imóveis, tit. e doc. e pess. juridicas",Arapiraca,57300360,"",1924-10-30,notas;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de arapiraca,arapiraca
AL,12.489.720/0001-41,00.193-3,2º tabelionato de notas e protesto,Arapiraca,57300470,"",1954-02-28,notas;protesto de títulos,município de arapiraca-lagoa da canoa-craíbas,arapiraca
AL,12.489.712/0001-03,00.253-5,3º tabelionato de notas,Arapiraca,57300310,"",1961-02-15,notas,município de arapiraca,arapiraca
AL,09.220.276/0001-50,00.230-3,ofício de registro civil das pessoas naturais,Atalaia,57690000,"",1905-01-01,casamentos;interdições e tutelas;nascimentos;óbitos,município de atalaia,atalaia
AL,"",00.249-3,1º tabelionato de notas e ofício de registro de imóveis,Atalaia,57690000,"",1934-04-22,cível;criminal;notas;registro de imóveis,município de atalaia,atalaia
AL,08.502.163/0001-84,00.341-8,2º tabelionato de notas e de protesto de títulos,Atalaia,57690000,"",1950-01-01,cível;criminal;interdições e tutelas;notas;protesto de títulos;registro civil de pessoas jurídicas;registro de títulos e documentos,município de atalaia,atalaia
AL,08.767.312/0001-37,00.368-1,ofício de registro civil das pessoas naturais e tabelionato de notas,Barra de São Miguel,57180000,"",1905-06-12,casamentos;nascimentos;notas;óbitos,município de barra de são miguel,são miguel dos campos
AL,03.495.058/0001-41,00.333-5,ofício de registro civil das pessoas naturais,Batalha,57420000,"",1950-05-10,casamentos;interdições e tutelas;nascimentos;óbitos,município de batalha,batalha
AL,"",00.378-0,tabelionato de notas e protesto e ofício de registro de imóveis,Batalha,57420000,"",1950-02-20,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de batalha,batalha
AL,09.216.936/0001-29,00.298-0,ofício de registro civil das pessoas naturais e tabelionato de notas,Belém,57630000,"",1954-04-14,casamentos;nascimentos;notas;óbitos,município de belém,palmeira dos índios
AL,00.454.036/0001-45,00.209-7,tabelionato de notas e protesto e ofício de registro de imóveis,Belém,57630000,"",1994-12-15,notas;protesto de títulos;registro de imóveis;registro de títulos e documentos,município de belém,palmeira dos índios
AL,09.272.999/0001-00,00.265-9,ofício de registro civil das pessoas naturais e tabelionato de notas,Belo Monte,57435000,"",1889-01-28,casamentos;nascimentos;notas;óbitos,município de belo monte,batalha
AL,"",00.358-2,ofício de registro civil das pessoas naturais,Boca da Mata,57680000,"",1913-02-28,casamentos;interdições e tutelas;nascimentos;óbitos,município de boca da mata,boca da mata
AL,12.443.792/0001-58,00.410-1,"tabelionato de notas, protesto de títulos e anexos",Boca da Mata,57680000,"",1963-06-08,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de boca da mata,boca da mata
AL,09.220.355/0001-60,00.299-8,ofício de registro civil das pessoas naturais e tabelionato de notas,Branquinha,57830000,"",1890-12-20,casamentos;nascimentos;notas;óbitos,município de branquinha,murici
AL,"",00.320-2,tabelionato de notas e protesto e ofício de registro de imóveis,Branquinha,57830000,"",1977-02-09,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de branquinha,murici
AL,08.820.811/0001-40,00.213-9,ofício de registro civil das pessoas naturais,Cacimbinhas,57570000,"",1903-03-09,casamentos;nascimentos;óbitos,município de cacimbinhas,cacimbinhas
AL,08.427.593/0001-89,00.328-5,tabelionato de notas e protesto e ofício de registro de imóveis,Cacimbinhas,57570000,"",1964-05-02,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,municípios de cacimbinhas e minador do negrão,cacimbinhas
AL,09.224.913/0001-66,00.393-9,ofício de registro civil das pessoas naturais,Cajueiro,57770000,"",1903-03-09,casamentos;interdições e tutelas;nascimentos;óbitos,município de cajueiro,cajueiro
AL,"",00.314-5,tabelionato de notas e protesto e ofício de registro de imóveis,Cajueiro,57770000,"",1951-06-21,cível;contador;criminal;depositário público;distribuidor;notas;partidor;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de cajueiro,cajueiro
AL,02.174.478/0001-63,00.289-9,ofício de registro civil das pessoas naturais e tabelionato de notas,Campo Alegre,57250000,"",1908-05-26,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de campo alegre,campo alegre
AL,12.443.842/0001-05,00.409-3,tabelionato de notas e protesto e ofício de registro de imóveis,Campo Alegre,57250000,"",1961-12-23,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos;registros públicos,município de campo alegre,campo alegre
AL,05.162.543/0001-29,00.240-2,ofício de registro civil das pessoas naturais e tabelionato de notas,Campo Grande,57350000,"",1963-10-09,casamentos;nascimentos;notas;óbitos,município de campo grande,girau do ponciano
AL,09.220.133/0001-48,00.234-5,ofício de registro civil das pessoas naturais e anexos,Canapi,57530000,"",1995-11-15,casamentos;interdições e tutelas;nascimentos;notas;óbitos;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de canapi,canapi
AL,09.222.433/0001-66,00.394-7,ofício de registro civil das pessoas naturais,Capela,57780000,"",1890-06-14,casamentos;nascimentos;óbitos,município de capela,capela
AL,12.424.313/0001-56,00.195-8,1º tabelionato de notas e ofício de registro de imóveis,Capela,57780000,"",1928-01-01,juizado especial cível;notas;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de capela,capela
AL,"",00.185-9,2º tabelionato de notas e protesto,Capela,57780000,"",1961-06-21,cível;criminal;notas;protesto de títulos;registro civil de pessoas jurídicas,município de capela,capela
AL,05.405.591/0001-09,00.272-5,ofício de registro civil das pessoas naturais e tabelionato de notas,Carneiros,57535000,"",1957-07-10,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de carneiros,são josé da tapera
AL,09.215.829/0001-86,00.397-0,ofício de registro civil das pessoas naturais e tabelionato de notas,Chã Preta,57760000,"",1945-03-18,casamentos;nascimentos;notas;óbitos,munícipio de chã preta,chã preta
AL,"",00.225-3,ofício de registro civil das pessoas naturais,Colônia Leopoldina,57975000,"",1916-06-20,casamentos;interdições e tutelas;nascimentos;óbitos,município de colônia leopoldina,colônia leopoldina
AL,12.488.342/0001-81,00.386-3,"tabelionato de notas e protesto de titulos e oficio de registro de imoveis, tit. e doc. e pess. juridicas",Colônia Leopoldina,57975000,"",1961-08-30,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de contratos marítimos;registro de imóveis;registro de títulos e documentos,município de colônia leopoldina,colônia leopoldina
AL,09.220.020/0001-42,00.220-4,ofício de registro civil das pessoas naturais,Coqueiro Seco,57140000,"",1938-06-29,casamentos;nascimentos;óbitos,município de coqueiro seco,santa luzia do norte
AL,35.264.522/0001-85,00.404-4,tabelionato de notas,Coqueiro Seco,57140000,"",1989-12-13,notas,município de coqueiro seco,santa luzia do norte
AL,09.223.401/0001-85,00.359-0,ofício de registro civil das pessoas naturais - 1º distrito,Coruripe,57230000,"",1876-06-12,casamentos;nascimentos;notas;óbitos,município de coruripe,coruripe
AL,09.220.614/0001-53,00.304-6,ofício de registro civil e tabelionato de notas - pindorama,Coruripe,57230000,"",1962-02-08,casamentos;nascimentos;notas;óbitos,distrito de pindorama,coruripe
AL,"",00.260-0,ofício de registro civil e tabelionato de notas - poxim,Coruripe,57235000,"",1962-02-08,casamentos;nascimentos;notas;óbitos,distrito de poxim,coruripe
AL,12.443.784/0001-01,00.176-8,1º tabelionato de notas e protestos de tit. e rgistro de imoveis tit. e documentos e pessoas juridicas,Coruripe,57230000,"",1989-11-25,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,muncípio de coruripe,coruripe
AL,"",00.220-4,2º tabelionato de notas,Coruripe,57230000,"",1903-04-12,notas,município de coruripe,coruripe
AL,09.212.516/0001-74,00.305-3,ofício de registro civil das pessoas naturais e tabelionato de notas - 1º distrito,Craíbas,57320000,"",1939-09-26,casamentos;nascimentos;notas;óbitos,município de craíbas,arapiraca
AL,02.326.169/0001-47,00.321-0,tabelionato de notas e protesto e ofício de registro de imóveis,Craíbas,57320000,"",1984-04-27,cível;criminal;interdições e tutelas;notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de craíbas,arapiraca
AL,"",00.288-1,ofício de registro civil das pessoas naturais - folha miúda,Craíbas,57320000,"",1991-08-19,casamentos;nascimentos;notas;óbitos,distrito de folha miúda,arapiraca
AL,09.220.064/0001-72,00.349-1,ofício de registro civil das pessoas naturais,Delmiro Gouveia,57480000,"",1939-11-30,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de delmiro gouveia,delmiro gouveia
AL,12.437.216/0001-06,00.390-5,1º tabelionato de notas e protesto e ofício de registro de imóveis e anexos,Delmiro Gouveia,57480000,"",1960-11-05,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de delmiro gouveia,delmiro gouveia
AL,12.473.062/0001-08,00.266-7,ofício de registro civil das pessoas naturais - barragem leste,Delmiro Gouveia,57480000,"",1993-04-14,casamentos;nascimentos;óbitos,distrito de barragem leste,delmiro gouveia
AL,12.473.062/0001-08,00.212-1,ofício de registro civil das pessoas naturais - lagoinha,Delmiro Gouveia,57480000,"",1992-12-20,casamentos;nascimentos;óbitos,distrito de lagoinha,delmiro gouveia
AL,12.420.949/0001-20,00.315-2,tabelionato de notas e protesto e ofício de registro de imóveis,Dois Riachos,57560000,"",1961-01-25,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de dois riachos,cacimbinhas
AL,04.458.708/0001-41,00.348-3,ofício de registro civil das pessoas naturais e tabelionato de notas,Dois Riachos,57560000,"",1954-04-27,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de dois riachos,cacimbinhas
AL,06.329.097/0001-67,00.350-9,ofício de registro civil das pessoas naturais,Estrela de Alagoas,57625000,"",1994-11-15,casamentos;nascimentos;óbitos,município de estrela de alagoas,palmeira dos índios
AL,08.697.023/0001-09,00.292-3,ofício de registro civil das pessoas naturais e tabelionato de notas,Feira Grande,57340000,"",1939-06-15,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de feira grande,feira grande
AL,12.473.062/0001-08,00.237-8,ofício de registro civil das pessoas naturais - massapê,Feira Grande,57340000,"",1970-12-19,casamentos;nascimentos;notas;óbitos,distrito de massapê,feira grande
AL,09.225.187/0001-04,00.360-8,ofício de registro civil e tabelionato de notas,Feliz Deserto,57220000,"",2006-01-28,casamentos;nascimentos;notas;óbitos,município de feliz deserto,piaçabuçu
AL,09.198.853/0001-54,00.262-6,ofício de registro civil e tabelionato de notas,Flexeiras,57995000,"",1898-01-22,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de flexeiras,flexeiras
AL,"",00.382-2,tabelionato de notas e protesto e ofício de registro de imóveis,Flexeiras,57995000,"",1988-10-07,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de flexeiras,flexeiras
AL,09.205.508/0001-09,00.228-7,oficio de registro civil das pessoas naturais e tabelionato de notas,Paripueira,57935000,"",1965-07-04,casamentos;nascimentos;notas;óbitos,município de paripueira,paripueira
AL,05.305.890/0001-63,00.275-8,ofício de registro civil das pessoas naturais,Girau do Ponciano,57360000,"",1901-05-20,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de girau do ponciano,girau do ponciano
AL,12.489.761/0001-38,00.377-2,tabelionato de notas e protesto e ofício de registro de imóveis,Girau do Ponciano,57360000,"",1962-01-29,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,municípios de girau do ponciano e campo grande,girau do ponciano
AL,09.220.378/0001-75,00.286-5,ofício de registro civil das pessoas naturais - canafístula do cipriano,Girau do Ponciano,57360000,"",1991-05-22,casamentos;nascimentos;óbitos,distrito de canafístula do cipriano,girau do ponciano
AL,09.220.426/0001-25,00.301-2,ofício de registro civil das pessoas naturais e tabelionato de notas,Ibateguara,57890000,"",1908-01-14,casamentos;interdições e tutelas;nascimentos;notas;óbitos,município de ibateguara,são josé da laje
AL,"",00.310-3,tabelionato de notas e protesto e ofício de registro de imóveis,Ibateguara,57890000,"",1961-11-22,cível;contador;criminal;notas;partidor;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de ibateguara,são josé da laje
AL,09.262.937/0001-00,00.351-7,ofício de registro civil das pessoas naturais,Igaci,57620000,"",1905-08-22,casamentos;nascimentos;óbitos,município de igaci,igaci
AL,08.462.467/0001-65,00.405-1,tabelionato de notas e ofício de registros públicos,Igaci,57620000,"",1962-06-15,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de imóveis;registro de títulos e documentos,município de igaci,igaci
AL,09.203.247/0001-80,00.276-6,ofício de registro civil das pessoas naturais,Igreja Nova,57280000,"",1891-01-12,casamentos;interdições e tutelas;nascimentos;óbitos,município de igreja nova,igreja nova
AL,"",00.335-0,"tabelionato de notas e protesto e ofício de registro de imóveis, tít. e doc. e pess. jurídicas",Igreja Nova,57280000,"",1900-08-24,notas;protesto de títulos;registro civil de pessoas jurídicas;registro de contratos marítimos;registro de imóveis;registro de títulos e documentos,município de igreja nova,igreja nova
